"filename", "language", "Markdown", "Dart", "YAML", "Groovy", "Properties", "JSON", "XML", "C++", "Swift", "comment", "blank", "total"
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/artist_most_popular_songs_future_provider.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 17, 4, 29
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/audio_player_repository_provider.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 3, 25
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/duration_stream_provider.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 3, 25
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/mini_player_controller_state_provider.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 3, 25
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/music_repository_provider.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 17, 3, 27
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/music_service_provider.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 17, 3, 26
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/top_albums_future_provider.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 17, 4, 30
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/top_playlists_future_provider.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 17, 4, 30
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/top_songs_future_provider.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 17, 4, 30
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/repositories/audio_player_repository.dart", "Dart", 0, 119, 0, 0, 0, 0, 0, 0, 0, 21, 23, 163
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/repositories/music_repository.dart", "Dart", 0, 161, 0, 0, 0, 0, 0, 0, 0, 21, 46, 228
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/services/music_service.dart", "Dart", 0, 213, 0, 0, 0, 0, 0, 0, 0, 21, 63, 297
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/album_card.dart", "Dart", 0, 90, 0, 0, 0, 0, 0, 0, 0, 17, 10, 117
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/album_info.dart", "Dart", 0, 68, 0, 0, 0, 0, 0, 0, 0, 17, 5, 90
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/album_song_card.dart", "Dart", 0, 107, 0, 0, 0, 0, 0, 0, 0, 17, 10, 134
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/artist_card.dart", "Dart", 0, 46, 0, 0, 0, 0, 0, 0, 0, 17, 6, 69
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/error_body.dart", "Dart", 0, 34, 0, 0, 0, 0, 0, 0, 0, 17, 4, 55
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/playlist_card.dart", "Dart", 0, 159, 0, 0, 0, 0, 0, 0, 0, 24, 13, 196
