"filename", "language", "YAML", "Markdown", "Properties", "Dart", "Groovy", "XML", "Swift", "JSON", "C++", "comment", "blank", "total"
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/models/artist.dart", "Dart", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 14, 99
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/models/library.dart", "Dart", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 14, 86
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/models/playlist.dart", "Dart", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 17, 140
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/models/song.dart", "Dart", 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 20, 237
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/artist_all_albums_future_provider.dart", "Dart", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/artist_most_popular_songs_future_provider.dart", "Dart", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/audio_player_repository_provider.dart", "Dart", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/duration_stream_provider.dart", "Dart", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/mini_player_controller_state_provider.dart", "Dart", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/music_repository_provider.dart", "Dart", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/music_service_provider.dart", "Dart", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/top_albums_future_provider.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/top_playlists_future_provider.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/providers/top_songs_future_provider.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/repositories/audio_player_repository.dart", "Dart", 0, 0, 0, 119, 0, 0, 0, 0, 0, 4, 22, 145
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/repositories/music_repository.dart", "Dart", 0, 0, 0, 161, 0, 0, 0, 0, 0, 4, 45, 210
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/services/music_service.dart", "Dart", 0, 0, 0, 213, 0, 0, 0, 0, 0, 4, 62, 279
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/album_card.dart", "Dart", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 9, 99
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/album_info.dart", "Dart", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 4, 72
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/album_song_card.dart", "Dart", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 9, 116
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/artist_card.dart", "Dart", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 5, 51
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/error_body.dart", "Dart", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/playlist_card.dart", "Dart", 0, 0, 0, 159, 0, 0, 0, 0, 0, 7, 12, 178
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/playlist_song_card.dart", "Dart", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 14, 196
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/show_album_options_bottom_sheet.dart", "Dart", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 4, 88
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/show_playlist_options_bottom_sheet.dart", "Dart", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 6, 95
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/show_song_options_bottom_sheet.dart", "Dart", 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 6, 125
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/song_card.dart", "Dart", 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 12, 162
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/top_album_card.dart", "Dart", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 6, 53
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/top_playlist_card.dart", "Dart", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 5, 49
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/components/unexpected_error.dart", "Dart", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 33
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/mini_player/mini_player.dart", "Dart", 0, 0, 0, 71, 0, 0, 0, 0, 0, 2, 6, 79
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/mini_player/player_view.dart", "Dart", 0, 0, 0, 159, 0, 0, 0, 0, 0, 2, 11, 172
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/album_view/album_view.dart", "Dart", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 12, 80
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/album_view/components/album_view_header.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/all_albums_and_singles_view.dart", "Dart", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 8, 86
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/artist_view.dart", "Dart", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 8, 63
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/components/all_albums_and_singles_view_header.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/components/artist_categories_section.dart", "Dart", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 6, 96
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/components/artist_info_card.dart", "Dart", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/components/artist_view_header.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/components/most_popular_songs_view_header.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/artist_view/most_popular_songs_view.dart", "Dart", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 8, 83
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/browse_view/browse_view.dart", "Dart", 0, 0, 0, 57, 0, 0, 0, 0, 0, 4, 9, 70
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/browse_view/components/browse_view_header.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/browse_view/components/featured_playlists_list.dart", "Dart", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 3, 47
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/browse_view/components/top_albums_list.dart", "Dart", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 3, 46
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/browse_view/components/top_songs_list.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 3, 41
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/current_view.dart", "Dart", 0, 0, 0, 117, 0, 0, 0, 0, 0, 2, 12, 131
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/all_albums_and_songs_view.dart", "Dart", 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 11, 73
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/all_albums_and_songs_view_header.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/library_album_card.dart", "Dart", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 6, 59
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/library_album_view_header.dart", "Dart", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 4, 39
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/library_albums_search_bar.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/library_view_categories_grid.dart", "Dart", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 6, 101
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/library_view_header.dart", "Dart", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/liked_songs_info.dart", "Dart", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/components/liked_songs_view_header.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/library_album_view.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 13, 75
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/library_view.dart", "Dart", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 7, 61
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/library_views/liked_songs_view.dart", "Dart", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 10, 78
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/playlist_view/components/playlist_info.dart", "Dart", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 4, 47
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/playlist_view/components/playlist_view_header.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/playlist_view/playlist_view.dart", "Dart", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 13, 76
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/albums_category_card.dart", "Dart", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 3, 36
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/albums_search_bar.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/artists_category_card.dart", "Dart", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 3, 43
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/artists_search_bar.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/search_albums_view_header.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/search_artists_view_header.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/search_songs_view_header.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/songs_category_card.dart", "Dart", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 3, 43
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/components/songs_search_bar.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/search_albums_view.dart", "Dart", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 10, 95
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/search_artists_view.dart", "Dart", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 10, 91
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/search_songs_view.dart", "Dart", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 10, 92
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/lib/src/ui/views/search_views/search_view.dart", "Dart", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 6, 47
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/pubspec.yaml", "YAML", 33, 0, 0, 0, 0, 0, 0, 0, 0, 53, 20, 106
"/Users/carltonaikins/Desktop/Home/Programming/projects/sap/test/widget_test.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 10, 7, 31
"Total", "-", 40, 13, 8, 4885, 83, 254, 12, 243, 1, 138, 701, 6378
